Freq.	V(n002)
5.24807460249771e+00	2.48103692743211e-01,-2.02990351487637e-03
5.37031796370252e+00	2.48102910086737e-01,-2.07717948918371e-03
5.49540873857623e+00	2.48102090550091e-01,-2.12555619380393e-03
5.62341325190348e+00	2.48101232395677e-01,-2.17505923453188e-03
5.75439937337156e+00	2.48100333804053e-01,-2.22571481120224e-03
5.88843655355588e+00	2.48099392870088e-01,-2.27754973135515e-03
6.02559586074356e+00	2.48098407598920e-01,-2.33059142420806e-03
6.16595001861481e+00	2.48097375901740e-01,-2.38486795493982e-03
6.30957344480192e+00	2.48096295591367e-01,-2.44040803929342e-03
6.45654229034654e+00	2.48095164377618e-01,-2.49724105850393e-03
6.60693448007594e+00	2.48093979862464e-01,-2.55539707455791e-03
6.76082975391980e+00	2.48092739534953e-01,-2.61490684579104e-03
6.91830970918935e+00	2.48091440765900e-01,-2.67580184283055e-03
7.07945784384136e+00	2.48090080802322e-01,-2.73811426488915e-03
7.24435960074988e+00	2.48088656761615e-01,-2.80187705641728e-03
7.41310241300916e+00	2.48087165625459e-01,-2.86712392412037e-03
7.58577575029182e+00	2.48085604233433e-01,-2.93388935434826e-03
7.76247116628690e+00	2.48083969276333e-01,-3.00220863086339e-03
7.94328234724279e+00	2.48082257289176e-01,-3.07211785299493e-03
8.12830516164097e+00	2.48080464643874e-01,-3.14365395418580e-03
8.31763771102669e+00	2.48078587541569e-01,-3.21685472093955e-03
8.51138038202374e+00	2.48076622004604e-01,-3.29175881217410e-03
8.70963589956078e+00	2.48074563868118e-01,-3.36840577898953e-03
8.91250938133743e+00	2.48072408771249e-01,-3.44683608485665e-03
9.12010839355907e+00	2.48070152147926e-01,-3.52709112623364e-03
9.33254300796988e+00	2.48067789217225e-01,-3.60921325361746e-03
9.54992586021433e+00	2.48065314973278e-01,-3.69324579303713e-03
9.77237220955808e+00	2.48062724174707e-01,-3.77923306799550e-03
9.99999999999997e+00	2.48060011333562e-01,-3.86722042186650e-03
1.02329299228075e+01	2.48057170703748e-01,-3.95725424075424e-03
1.04712854805090e+01	2.48054196268904e-01,-4.04938197682071e-03
1.07151930523760e+01	2.48051081729719e-01,-4.14365217208818e-03
1.09647819614318e+01	2.48047820490650e-01,-4.24011448272281e-03
1.12201845430196e+01	2.48044405646029e-01,-4.33881970380512e-03
1.14815362149688e+01	2.48040829965513e-01,-4.43981979459322e-03
1.17489755493953e+01	2.48037085878856e-01,-4.54316790428439e-03
1.20226443461741e+01	2.48033165459977e-01,-4.64891839827991e-03
1.23026877081238e+01	2.48029060410276e-01,-4.75712688495834e-03
1.25892541179416e+01	2.48024762041176e-01,-4.86785024296142e-03
1.28824955169313e+01	2.48020261255860e-01,-4.98114664899684e-03
1.31825673855640e+01	2.48015548530138e-01,-5.09707560616144e-03
1.34896288259165e+01	2.48010613892449e-01,-5.21569797278791e-03
1.38038426460288e+01	2.48005446902909e-01,-5.33707599181744e-03
1.41253754462275e+01	2.48000036631404e-01,-5.46127332070041e-03
1.44543977074592e+01	2.47994371634653e-01,-5.58835506182611e-03
1.47910838816820e+01	2.47988439932216e-01,-5.71838779348206e-03
1.51356124843620e+01	2.47982228981379e-01,-5.85143960134256e-03
1.54881661891248e+01	2.47975725650888e-01,-5.98758011048511e-03
1.58489319246111e+01	2.47968916193455e-01,-6.12688051793254e-03
1.62181009735892e+01	2.47961786216999e-01,-6.26941362571746e-03
1.65958690743755e+01	2.47954320654557e-01,-6.41525387446441e-03
1.69824365246174e+01	2.47946503732802e-01,-6.56447737748416e-03
1.73780082874937e+01	2.47938318939114e-01,-6.71716195537266e-03
1.77827941003892e+01	2.47929748987128e-01,-6.87338717110628e-03
1.81970085860998e+01	2.47920775780703e-01,-7.03323436562267e-03
1.86208713666286e+01	2.47911380376226e-01,-7.19678669387544e-03
1.90546071796324e+01	2.47901542943190e-01,-7.36412916134849e-03
1.94984459975804e+01	2.47891242722966e-01,-7.53534866101384e-03
1.99526231496887e+01	2.47880457985679e-01,-7.71053401071477e-03
2.04173794466952e+01	2.47869165985117e-01,-7.88977599095337e-03
2.08929613085403e+01	2.47857342911578e-01,-8.07316738305922e-03
2.13796208950222e+01	2.47844963842571e-01,-8.26080300771282e-03
2.18776162394954e+01	2.47832002691261e-01,-8.45277976379474e-03
2.23872113856833e+01	2.47818432152584e-01,-8.64919666752772e-03
2.29086765276776e+01	2.47804223646908e-01,-8.85015489187580e-03
2.34422881531991e+01	2.47789347261141e-01,-9.05575780616050e-03
2.39883291901948e+01	2.47773771687187e-01,-9.26611101585013e-03
2.45470891568502e+01	2.47757464157611e-01,-9.48132240247375e-03
2.51188643150957e+01	2.47740390378417e-01,-9.70150216360686e-03
2.57039578276885e+01	2.47722514458807e-01,-9.92676285287040e-03
2.63026799189537e+01	2.47703798837789e-01,-1.01572194198795e-02
2.69153480392690e+01	2.47684204207501e-01,-1.03929892500727e-02
2.75422870333815e+01	2.47663689433128e-01,-1.06341922043454e-02
2.81838293126444e+01	2.47642211469248e-01,-1.08809506584052e-02
2.88403150312659e+01	2.47619725272474e-01,-1.11333895417601e-02
2.95120922666637e+01	2.47596183710236e-01,-1.13916363762411e-02
3.01995172040200e+01	2.47571537465544e-01,-1.16558213139536e-02
3.09029543251358e+01	2.47545734937570e-01,-1.19260771745442e-02
3.16227766016837e+01	2.47518722137885e-01,-1.22025394816577e-02
3.23593656929627e+01	2.47490442582166e-01,-1.24853464984500e-02
3.31131121482590e+01	2.47460837177214e-01,-1.27746392620140e-02
3.38844156139201e+01	2.47429844103081e-01,-1.30705616165588e-02
3.46736850452530e+01	2.47397398690127e-01,-1.33732602451772e-02
3.54813389233574e+01	2.47363433290820e-01,-1.36828847000162e-02
3.63078054770100e+01	2.47327877146057e-01,-1.39995874306565e-02
3.71535229097171e+01	2.47290656245838e-01,-1.43235238104906e-02
3.80189396320559e+01	2.47251693184056e-01,-1.46548521608709e-02
3.89045144994279e+01	2.47210907007199e-01,-1.49937337727857e-02
3.98107170553495e+01	2.47168213056767e-01,-1.53403329258015e-02
4.07380277804111e+01	2.47123522805152e-01,-1.56948169039900e-02
4.16869383470333e+01	2.47076743684793e-01,-1.60573560085392e-02
4.26579518801591e+01	2.47027778910352e-01,-1.64281235667264e-02
4.36515832240164e+01	2.46976527293705e-01,-1.68072959369065e-02
4.46683592150961e+01	2.46922883051509e-01,-1.71950525091471e-02
4.57088189614873e+01	2.46866735605124e-01,-1.75915757011138e-02
4.67735141287196e+01	2.46807969372644e-01,-1.79970509487836e-02
4.78630092322636e+01	2.46746463552841e-01,-1.84116666915347e-02
4.89778819368444e+01	2.46682091900760e-01,-1.88356143511305e-02
5.01187233627270e+01	2.46614722494773e-01,-1.92690883040843e-02
5.12861383991362e+01	2.46544217494862e-01,-1.97122858468564e-02
5.24807460249770e+01	2.46470432891922e-01,-2.01654071533001e-02
5.37031796370250e+01	2.46393218247881e-01,-2.06286552237351e-02
5.49540873857622e+01	2.46312416426461e-01,-2.11022358249888e-02
5.62341325190346e+01	2.46227863314369e-01,-2.15863574207020e-02
5.75439937337154e+01	2.46139387532796e-01,-2.20812310911546e-02
5.88843655355586e+01	2.46046810139035e-01,-2.25870704418201e-02
6.02559586074355e+01	2.45949944318128e-01,-2.31040914998107e-02
6.16595001861479e+01	2.45848595064416e-01,-2.36325125973244e-02
6.30957344480190e+01	2.45742558852922e-01,-2.41725542411555e-02
6.45654229034652e+01	2.45631623300530e-01,-2.47244389672752e-02
6.60693448007593e+01	2.45515566816940e-01,-2.52883911794329e-02
6.76082975391978e+01	2.45394158245441e-01,-2.58646369706730e-02
6.91830970918933e+01	2.45267156493560e-01,-2.64534039266009e-02
7.07945784384134e+01	2.45134310153736e-01,-2.70549209091725e-02
7.24435960074986e+01	2.44995357114171e-01,-2.76694178197171e-02
7.41310241300914e+01	2.44850024160136e-01,-2.82971253398419e-02
7.58577575029180e+01	2.44698026566013e-01,-2.89382746487997e-02
7.76247116628688e+01	2.44539067678485e-01,-2.95930971158349e-02
7.94328234724277e+01	2.44372838491342e-01,-3.02618239659597e-02
8.12830516164095e+01	2.44199017212470e-01,-3.09446859175423e-02
8.31763771102667e+01	2.44017268823697e-01,-3.16419127900246e-02
8.51138038202372e+01	2.43827244634286e-01,-3.23537330800217e-02
8.70963589956076e+01	2.43628581828967e-01,-3.30803735039915e-02
8.91250938133741e+01	2.43420903011572e-01,-3.38220585056018e-02
9.12010839355905e+01	2.43203815745441e-01,-3.45790097258613e-02
9.33254300796986e+01	2.42976912091963e-01,-3.53514454340315e-02
9.54992586021431e+01	2.42739768148763e-01,-3.61395799172808e-02
9.77237220955805e+01	2.42491943589236e-01,-3.69436228270035e-02
9.99999999999995e+01	2.42232981205356e-01,-3.77637784796882e-02
1.02329299228075e+02	2.41962406455855e-01,-3.86002451101917e-02
1.04712854805089e+02	2.41679727022144e-01,-3.94532140752621e-02
1.07151930523760e+02	2.41384432374573e-01,-4.03228690051439e-02
1.09647819614318e+02	2.41075993351892e-01,-4.12093849011132e-02
1.12201845430196e+02	2.40753861757065e-01,-4.21129271768135e-02
1.14815362149688e+02	2.40417469972872e-01,-4.30336506413073e-02
1.17489755493952e+02	2.40066230601077e-01,-4.39716984218252e-02
1.20226443461741e+02	2.39699536129218e-01,-4.49272008242821e-02
1.23026877081237e+02	2.39316758629502e-01,-4.59002741297455e-02
1.25892541179416e+02	2.38917249494565e-01,-4.68910193251877e-02
1.28824955169313e+02	2.38500339215306e-01,-4.78995207670300e-02
1.31825673855640e+02	2.38065337206345e-01,-4.89258447762037e-02
1.34896288259165e+02	2.37611531685101e-01,-4.99700381637070e-02
1.38038426460288e+02	2.37138189610849e-01,-5.10321266859345e-02
1.41253754462275e+02	2.36644556690587e-01,-5.21121134294066e-02
1.44543977074592e+02	2.36129857458926e-01,-5.32099771249194e-02
1.47910838816820e+02	2.35593295439659e-01,-5.43256703915956e-02
1.51356124843620e+02	2.35034053397067e-01,-5.54591179118294e-02
1.54881661891247e+02	2.34451293685462e-01,-5.66102145386966e-02
1.58489319246110e+02	2.33844158705803e-01,-5.77788233380487e-02
1.62181009735892e+02	2.33211771478644e-01,-5.89647735682296e-02
1.65958690743755e+02	2.32553236342989e-01,-6.01678586011435e-02
1.69824365246173e+02	2.31867639790920e-01,-6.13878337892760e-02
1.73780082874936e+02	2.31154051448126e-01,-6.26244142842197e-02
1.77827941003891e+02	2.30411525210672e-01,-6.38772728132872e-02
1.81970085860997e+02	2.29639100548424e-01,-6.51460374219096e-02
1.86208713666286e+02	2.28835803985637e-01,-6.64302891907116e-02
1.90546071796323e+02	2.28000650769111e-01,-6.77295599374308e-02
1.94984459975803e+02	2.27132646734192e-01,-6.90433299151981e-02
1.99526231496887e+02	2.26230790378573e-01,-7.03710255201177e-02
2.04173794466952e+02	2.25294075153432e-01,-7.17120170225738e-02
2.08929613085403e+02	2.24321491980847e-01,-7.30656163382261e-02
2.13796208950222e+02	2.23312032005684e-01,-7.44310748562464e-02
2.18776162394954e+02	2.22264689589157e-01,-7.58075813439564e-02
2.23872113856832e+02	2.21178465550168e-01,-7.71942599486523e-02
2.29086765276776e+02	2.20052370659092e-01,-7.85901683190187e-02
2.34422881531991e+02	2.18885429387104e-01,-7.99942958701157e-02
2.39883291901947e+02	2.17676683912286e-01,-8.14055622174497e-02
2.45470891568501e+02	2.16425198381604e-01,-8.28228158070725e-02
2.51188643150956e+02	2.15130063425533e-01,-8.42448327699703e-02
2.57039578276885e+02	2.13790400919411e-01,-8.56703160301553e-02
2.63026799189536e+02	2.12405368982721e-01,-8.70978946968347e-02
2.69153480392690e+02	2.10974167204358e-01,-8.85261237717448e-02
2.75422870333815e+02	2.09496042078491e-01,-8.99534842031748e-02
2.81838293126443e+02	2.07970292632009e-01,-9.13783833183048e-02
2.88403150312659e+02	2.06396276220701e-01,-9.27991556652135e-02
2.95120922666637e+02	2.04773414467280e-01,-9.42140642952126e-02
3.01995172040200e+02	2.03101199310239e-01,-9.56213025150070e-02
3.09029543251357e+02	2.01379199128271e-01,-9.70189961365061e-02
3.16227766016836e+02	1.99607064900730e-01,-9.84052062498974e-02
3.23593656929626e+02	1.97784536360406e-01,-9.97779325427936e-02
3.31131121482589e+02	1.95911448090763e-01,-1.01135117184866e-01
3.38844156139200e+02	1.93987735515893e-01,-1.02474649293352e-01
3.46736850452529e+02	1.92013440727804e-01,-1.03794369990169e-01
3.54813389233573e+02	1.89988718092437e-01,-1.05092078056113e-01
3.63078054770099e+02	1.87913839573009e-01,-1.06365536181720e-01
3.71535229097170e+02	1.85789199707130e-01,-1.07612477807958e-01
3.80189396320558e+02	1.83615320172588e-01,-1.08830614542937e-01
3.89045144994278e+02	1.81392853876002e-01,-1.10017644133452e-01
3.98107170553494e+02	1.79122588498648e-01,-1.11171258962394e-01
4.07380277804110e+02	1.76805449434853e-01,-1.12289155035055e-01
4.16869383470332e+02	1.74442502060450e-01,-1.13369041409192e-01
4.26579518801589e+02	1.72034953271977e-01,-1.14408650015579e-01
4.36515832240163e+02	1.69584152241567e-01,-1.15405745807734e-01
4.46683592150960e+02	1.67091590337913e-01,-1.16358137171837e-01
4.57088189614872e+02	1.64558900170213e-01,-1.17263686520601e-01
4.67735141287195e+02	1.61987853719626e-01,-1.18120320988279e-01
4.78630092322635e+02	1.59380359531396e-01,-1.18926043138228e-01
4.89778819368442e+02	1.56738458950383e-01,-1.19678941589631e-01
5.01187233627268e+02	1.54064321393101e-01,-1.20377201466365e-01
5.12861383991361e+02	1.51360238660431e-01,-1.21019114568566e-01
5.24807460249769e+02	1.48628618306669e-01,-1.21603089166507e-01
5.37031796370249e+02	1.45871976092449e-01,-1.22127659316854e-01
5.49540873857620e+02	1.43092927560969e-01,-1.22591493603455e-01
5.62341325190345e+02	1.40294178788741e-01,-1.22993403208437e-01
5.75439937337152e+02	1.37478516373493e-01,-1.23332349224591e-01
5.88843655355584e+02	1.34648796732667e-01,-1.23607449126794e-01
6.02559586074353e+02	1.31807934795917e-01,-1.23817982328426e-01
6.16595001861477e+02	1.28958892183946e-01,-1.23963394758289e-01
6.30957344480188e+02	1.26104664973701e-01,-1.24043302404283e-01
6.45654229034650e+02	1.23248271156177e-01,-1.24057493781848e-01
6.60693448007591e+02	1.20392737897794e-01,-1.24005931297724e-01
6.76082975391976e+02	1.17541088719316e-01,-1.23888751492692e-01
6.91830970918931e+02	1.14696330707552e-01,-1.23706264160384e-01
7.07945784384132e+02	1.11861441874560e-01,-1.23458950352735e-01
7.24435960074984e+02	1.09039358776838e-01,-1.23147459295907e-01
7.41310241300911e+02	1.06232964502979e-01,-1.22772604253358e-01
7.58577575029177e+02	1.03445077132680e-01,-1.22335357384837e-01
7.76247116628685e+02	1.00678438762939e-01,-1.21836843661297e-01
7.94328234724275e+02	9.79357051888141e-02,-1.21278333905796e-01
8.12830516164092e+02	9.52194363166235e-02,-1.20661237039281e-01
8.31763771102664e+02	9.25320873769642e-02,-1.19987091617530e-01
8.51138038202369e+02	8.98760009937463e-02,-1.19257556751414e-01
8.70963589956073e+02	8.72534001538015e-02,-1.18474402506980e-01
8.91250938133738e+02	8.46663821097288e-02,-1.17639499884558e-01
9.12010839355902e+02	8.21169132367440e-02,-1.16754810477282e-01
9.33254300796983e+02	7.96068248526124e-02,-1.15822375909053e-01
9.54992586021428e+02	7.71378099984677e-02,-1.14844307150165e-01
9.77237220955802e+02	7.47114211676348e-02,-1.13822773805712e-01
9.99999999999991e+02	7.23290689596433e-02,-1.12759993467547e-01
1.02329299228075e+03	6.99920216275638e-02,-1.11658221215233e-01
1.04712854805089e+03	6.77014054787349e-02,-1.10519739345117e-01
1.07151930523760e+03	6.54582060819382e-02,-1.09346847399747e-01
1.09647819614318e+03	6.32632702281840e-02,-1.08141852562272e-01
1.12201845430195e+03	6.11173085874889e-02,-1.06907060472613e-01
1.14815362149687e+03	5.90208990003793e-02,-1.05644766514047e-01
1.17489755493952e+03	5.69744903402936e-02,-1.04357247610707e-01
1.20226443461740e+03	5.49784068815412e-02,-1.03046754568375e-01
1.23026877081237e+03	5.30328531069461e-02,-1.01715504983079e-01
1.25892541179416e+03	5.11379188896735e-02,-1.00365676734450e-01
1.28824955169312e+03	4.92935849849260e-02,-9.89994020736088e-02
1.31825673855640e+03	4.74997287691023e-02,-9.76187623087083e-02
1.34896288259164e+03	4.57561301665429e-02,-9.62257830851335e-02
1.38038426460287e+03	4.40624777070341e-02,-9.48224302518103e-02
1.41253754462274e+03	4.24183746607172e-02,-9.34106063001739e-02
1.44543977074591e+03	4.08233452008422e-02,-9.19921473580416e-02
1.47910838816819e+03	3.92768405488384e-02,-9.05688207169694e-02
1.51356124843619e+03	3.77782450603542e-02,-8.91423228686190e-02
1.54881661891247e+03	3.63268822151649e-02,-8.77142780231951e-02
1.58489319246110e+03	3.49220204781056e-02,-8.62862370811106e-02
1.62181009735891e+03	3.35628790023717e-02,-8.48596770276647e-02
1.65958690743754e+03	3.22486331506166e-02,-8.34360007196233e-02
1.69824365246173e+03	3.09784198131952e-02,-8.20165370321462e-02
1.73780082874936e+03	2.97513425066363e-02,-8.06025413344492e-02
1.77827941003891e+03	2.85664762389398e-02,-7.91951962628875e-02
1.81970085860997e+03	2.74228721315643e-02,-7.77956127607460e-02
1.86208713666285e+03	2.63195617909884e-02,-7.64048313548828e-02
1.90546071796323e+03	2.52555614254845e-02,-7.50238236404434e-02
1.94984459975803e+03	2.42298757052278e-02,-7.36534939461191e-02
1.99526231496886e+03	2.32415013660934e-02,-7.22946811538041e-02
2.04173794466951e+03	2.22894305594516e-02,-7.09481606480016e-02
2.08929613085402e+03	2.13726539519946e-02,-6.96146463718881e-02
2.13796208950221e+03	2.04901635810980e-02,-6.82947929685499e-02
2.18776162394953e+03	1.96409554724728e-02,-6.69891979875306e-02
2.23872113856832e+03	1.88240320279023e-02,-6.56984041384465e-02
2.29086765276775e+03	1.80384041916995e-02,-6.44229015750248e-02
2.34422881531990e+03	1.72830934051862e-02,-6.31631301944832e-02
2.39883291901947e+03	1.65571333589884e-02,-6.19194819386746e-02
2.45470891568501e+03	1.58595715533007e-02,-6.06923030848778e-02
2.51188643150955e+03	1.51894706764852e-02,-5.94818965154908e-02
2.57039578276884e+03	1.45459098124761e-02,-5.82885239571959e-02
2.63026799189535e+03	1.39279854874627e-02,-5.71124081813933e-02
2.69153480392689e+03	1.33348125662303e-02,-5.59537351588481e-02
2.75422870333814e+03	1.27655250083814e-02,-5.48126561625655e-02
2.81838293126442e+03	1.22192764944257e-02,-5.36892898138917e-02
2.88403150312658e+03	1.16952409314515e-02,-5.25837240677450e-02
2.95120922666635e+03	1.11926128477653e-02,-5.14960181337055e-02
3.01995172040198e+03	1.07106076855306e-02,-5.04262043304462e-02
3.09029543251356e+03	1.02484620000522e-02,-4.93742898716593e-02
3.16227766016835e+03	9.80543357395249e-03,-4.83402585822467e-02
3.23593656929625e+03	9.38080145407132e-03,-4.73240725440778e-02
3.31131121482588e+03	8.97386591849872e-03,-4.63256736711054e-02
3.38844156139199e+03	8.58394838072926e-03,-4.53449852140469e-02
3.46736850452528e+03	8.21039123750378e-03,-4.43819131952100e-02
3.54813389233572e+03	7.85255766648935e-03,-4.34363477743615e-02
3.63078054770097e+03	7.50983137954112e-03,-4.25081645468080e-02
3.71535229097168e+03	7.18161633689289e-03,-4.15972257750940e-02
3.80189396320557e+03	6.86733642723953e-03,-4.07033815559115e-02
3.89045144994276e+03	6.56643511830430e-03,-3.98264709239780e-02
3.98107170553493e+03	6.27837508212962e-03,-3.89663228947665e-02
4.07380277804108e+03	6.00263779899118e-03,-3.81227574480705e-02
4.16869383470331e+03	5.73872314351338e-03,-3.72955864544642e-02
4.26579518801588e+03	5.48614895625879e-03,-3.64846145467686e-02
4.36515832240161e+03	5.24445060377612e-03,-3.56896399386693e-02
4.46683592150958e+03	5.01318052982025e-03,-3.49104551926482e-02
4.57088189614870e+03	4.79190780020252e-03,-3.41468479393909e-02
4.67735141287193e+03	4.58021764349207e-03,-3.33986015508219e-02
4.78630092322633e+03	4.37771098956560e-03,-3.26654957688945e-02
4.89778819368441e+03	4.18400400779673e-03,-3.19473072922326e-02
5.01187233627267e+03	3.99872764648315e-03,-3.12438103226784e-02
5.12861383991359e+03	3.82152717493200e-03,-3.05547770737550e-02
5.24807460249767e+03	3.65206172945930e-03,-2.98799782429989e-02
5.37031796370247e+03	3.49000386440727e-03,-2.92191834500620e-02
5.49540873857618e+03	3.33503910914420e-03,-2.85721616424207e-02
5.62341325190343e+03	3.18686553188309e-03,-2.79386814704690e-02
5.75439937337150e+03	3.04519331103840e-03,-2.73185116337049e-02
5.88843655355582e+03	2.90974431473293e-03,-2.67114211996570e-02
6.02559586074351e+03	2.78025168896956e-03,-2.61171798971296e-02
6.16595001861475e+03	2.65645945489383e-03,-2.55355583852779e-02
6.30957344480186e+03	2.53812211549301e-03,-2.49663284999611e-02
6.45654229034648e+03	2.42500427200483e-03,-2.44092634787531e-02
6.60693448007588e+03	2.31688025024336e-03,-2.38641381659281e-02
6.76082975391974e+03	2.21353373699096e-03,-2.33307291986734e-02
6.91830970918928e+03	2.11475742655227e-03,-2.28088151757224e-02
7.07945784384129e+03	2.02035267751936e-03,-2.22981768095378e-02
7.24435960074981e+03	1.93012917975505e-03,-2.17985970631199e-02
7.41310241300908e+03	1.84390463156460e-03,-2.13098612724552e-02
7.58577575029174e+03	1.76150442699301e-03,-2.08317572555692e-02
7.76247116628682e+03	1.68276135315662e-03,-2.03640754090919e-02
7.94328234724272e+03	1.60751529749245e-03,-1.99066087931973e-02
8.12830516164089e+03	1.53561296478738e-03,-1.94591532057258e-02
8.31763771102661e+03	1.46690760383009e-03,-1.90215072462559e-02
8.51138038202366e+03	1.40125874351316e-03,-1.85934723708460e-02
8.70963589956070e+03	1.33853193819912e-03,-1.81748529381226e-02
8.91250938133734e+03	1.27859852215306e-03,-1.77654562473547e-02
9.12010839355898e+03	1.22133537283535e-03,-1.73650925691134e-02
9.33254300796979e+03	1.16662468284072e-03,-1.69735751690795e-02
9.54992586021424e+03	1.11435374026411e-03,-1.65907203255275e-02
9.77237220955798e+03	1.06441471726988e-03,-1.62163473409825e-02
9.99999999999987e+03	1.01670446663772e-03,-1.58502785485129e-02
1.02329299228074e+04	9.71124326057083e-04,-1.54923393130957e-02
1.04712854805089e+04	9.27579929941458e-04,-1.51423580284595e-02
1.07151930523759e+04	8.85981028533658e-04,-1.48001661097877e-02
1.09647819614317e+04	8.46241314074814e-04,-1.44655979826367e-02
1.12201845430195e+04	8.08278253811212e-04,-1.41384910684011e-02
1.14815362149687e+04	7.72012929615673e-04,-1.38186857666381e-02
1.17489755493951e+04	7.37369884003021e-04,-1.35060254345375e-02
1.20226443461740e+04	7.04276972322609e-04,-1.32003563638095e-02
1.23026877081237e+04	6.72665220914622e-04,-1.29015277552404e-02
1.25892541179415e+04	6.42468691020974e-04,-1.26093916911502e-02
